log_id,game_id,timestamp,category,type,turn,player,phase,card_target,card_source,card_count
280,,2025-04-13T06:50:37.647,effect,CARD_PLAY,18,4,buy,Copper,,1
281,,2025-04-13T06:50:37.648,effect,CARD_BUY,18,4,buy,Copper,,1
282,,2025-04-13T06:50:37.648,phase,PHASE_END,18,4,buy,,,
283,,2025-04-13T06:50:37.649,phase,PHASE_START,18,4,cleanup,,,
284,,2025-04-13T06:50:37.649,phase,PHASE_END,18,4,cleanup,,,
285,,2025-04-13T06:50:37.65,turn,TURN_END,18,4,,,,
286,,2025-04-13T06:50:37.65,turn,TURN_START,19,1,,,,
287,,2025-04-13T06:50:37.651,phase,PHASE_START,19,1,start,,,
288,,2025-04-13T06:50:37.651,phase,PHASE_END,19,1,start,,,
289,,2025-04-13T06:50:37.652,phase,PHASE_START,19,1,action,,,
290,,2025-04-13T06:50:37.652,phase,PHASE_END,19,1,action,,,
291,,2025-04-13T06:50:37.653,phase,PHASE_START,19,1,buy,,,
292,,2025-04-13T06:50:37.653,effect,CARD_PLAY,19,1,buy,Copper,,1
293,,2025-04-13T06:50:37.654,effect,CARD_PLAY,19,1,buy,Copper,,1
294,,2025-04-13T06:50:37.654,effect,CARD_PLAY,19,1,buy,Copper,,1
295,,2025-04-13T06:50:37.654,effect,CARD_PLAY,19,1,buy,Copper,,1
296,,2025-04-13T06:50:37.655,effect,CARD_BUY,19,1,buy,Copper,,1
297,,2025-04-13T06:50:37.655,phase,PHASE_END,19,1,buy,,,
298,,2025-04-13T06:50:37.656,phase,PHASE_START,19,1,cleanup,,,
299,,2025-04-13T06:50:37.656,phase,PHASE_END,19,1,cleanup,,,
300,,2025-04-13T06:50:37.656,turn,TURN_END,19,1,,,,
301,,2025-04-13T06:50:37.657,turn,TURN_START,20,2,,,,
302,,2025-04-13T06:50:37.657,phase,PHASE_START,20,2,start,,,
303,,2025-04-13T06:50:37.658,phase,PHASE_END,20,2,start,,,
304,,2025-04-13T06:50:37.658,phase,PHASE_START,20,2,action,,,
305,,2025-04-13T06:50:37.659,effect,CARD_PLAY,20,2,action,Laboratory,,1
306,,2025-04-13T06:50:37.659,phase,PHASE_END,20,2,action,,,
307,,2025-04-13T06:50:37.66,phase,PHASE_START,20,2,buy,,,
308,,2025-04-13T06:50:37.66,effect,CARD_PLAY,20,2,buy,Copper,,1
309,,2025-04-13T06:50:37.661,effect,CARD_PLAY,20,2,buy,Copper,,1
310,,2025-04-13T06:50:37.661,effect,CARD_PLAY,20,2,buy,Copper,,1
311,,2025-04-13T06:50:37.662,effect,CARD_PLAY,20,2,buy,Copper,,1
312,,2025-04-13T06:50:37.662,effect,CARD_PLAY,20,2,buy,Copper,,1
313,,2025-04-13T06:50:37.663,effect,CARD_BUY,20,2,buy,Laboratory,,1
314,,2025-04-13T06:50:37.663,phase,PHASE_END,20,2,buy,,,
315,,2025-04-13T06:50:37.664,phase,PHASE_START,20,2,cleanup,,,
316,,2025-04-13T06:50:37.664,phase,PHASE_END,20,2,cleanup,,,
317,,2025-04-13T06:50:37.664,turn,TURN_END,20,2,,,,
318,,2025-04-13T06:50:37.665,turn,TURN_START,21,3,,,,
319,,2025-04-13T06:50:37.665,phase,PHASE_START,21,3,start,,,
320,,2025-04-13T06:50:37.666,phase,PHASE_END,21,3,start,,,
321,,2025-04-13T06:50:37.666,phase,PHASE_START,21,3,action,,,
322,,2025-04-13T06:50:37.667,effect,CARD_PLAY,21,3,action,Laboratory,,1
323,,2025-04-13T06:50:37.667,effect,CARD_PLAY,21,3,action,Laboratory,,1
324,,2025-04-13T06:50:37.668,phase,PHASE_END,21,3,action,,,
325,,2025-04-13T06:50:37.668,phase,PHASE_START,21,3,buy,,,
326,,2025-04-13T06:50:37.669,effect,CARD_PLAY,21,3,buy,Copper,,1
327,,2025-04-13T06:50:37.669,effect,CARD_PLAY,21,3,buy,Copper,,1
328,,2025-04-13T06:50:37.67,effect,CARD_PLAY,21,3,buy,Copper,,1
329,,2025-04-13T06:50:37.67,effect,CARD_PLAY,21,3,buy,Copper,,1
330,,2025-04-13T06:50:37.671,effect,CARD_PLAY,21,3,buy,Copper,,1
331,,2025-04-13T06:50:37.671,effect,CARD_BUY,21,3,buy,Laboratory,,1
332,,2025-04-13T06:50:37.672,phase,PHASE_END,21,3,buy,,,
333,,2025-04-13T06:50:37.672,phase,PHASE_START,21,3,cleanup,,,
334,,2025-04-13T06:50:37.673,phase,PHASE_END,21,3,cleanup,,,
335,,2025-04-13T06:50:37.673,turn,TURN_END,21,3,,,,
336,,2025-04-13T06:50:37.674,turn,TURN_START,22,4,,,,
337,,2025-04-13T06:50:37.674,phase,PHASE_START,22,4,start,,,
338,,2025-04-13T06:50:37.675,phase,PHASE_END,22,4,start,,,
339,,2025-04-13T06:50:37.676,phase,PHASE_START,22,4,action,,,
340,,2025-04-13T06:50:37.676,effect,CARD_PLAY,22,4,action,Laboratory,,1
341,,2025-04-13T06:50:37.677,phase,PHASE_END,22,4,action,,,
342,,2025-04-13T06:50:37.677,phase,PHASE_START,22,4,buy,,,
343,,2025-04-13T06:50:37.678,effect,CARD_PLAY,22,4,buy,Copper,,1
344,,2025-04-13T06:50:37.678,effect,CARD_PLAY,22,4,buy,Copper,,1
345,,2025-04-13T06:50:37.679,effect,CARD_PLAY,22,4,buy,Copper,,1
346,,2025-04-13T06:50:37.679,effect,CARD_PLAY,22,4,buy,Copper,,1
347,,2025-04-13T06:50:37.68,effect,CARD_BUY,22,4,buy,Copper,,1
348,,2025-04-13T06:50:37.68,phase,PHASE_END,22,4,buy,,,
349,,2025-04-13T06:50:37.681,phase,PHASE_START,22,4,cleanup,,,
