log_id,game_id,timestamp,category,type,turn,player,phase,card_target,card_source,card_count
220,,2025-04-13T06:50:12.587,effect,CARD_PLAY,14,3,buy,Copper,,1
221,,2025-04-13T06:50:12.587,effect,CARD_BUY,14,3,buy,Copper,,1
222,,2025-04-13T06:50:12.588,phase,PHASE_END,14,3,buy,,,
223,,2025-04-13T06:50:12.588,phase,PHASE_START,14,3,cleanup,,,
224,,2025-04-13T06:50:12.589,phase,PHASE_END,14,3,cleanup,,,
225,,2025-04-13T06:50:12.589,turn,TURN_END,14,3,,,,
226,,2025-04-13T06:50:12.59,turn,TURN_START,15,4,,,,
227,,2025-04-13T06:50:12.59,phase,PHASE_START,15,4,start,,,
228,,2025-04-13T06:50:12.591,phase,PHASE_END,15,4,start,,,
229,,2025-04-13T06:50:12.592,phase,PHASE_START,15,4,action,,,
230,,2025-04-13T06:50:12.592,phase,PHASE_END,15,4,action,,,
231,,2025-04-13T06:50:12.593,phase,PHASE_START,15,4,buy,,,
232,,2025-04-13T06:50:12.593,effect,CARD_PLAY,15,4,buy,Copper,,1
233,,2025-04-13T06:50:12.594,effect,CARD_PLAY,15,4,buy,Copper,,1
234,,2025-04-13T06:50:12.594,effect,CARD_PLAY,15,4,buy,Copper,,1
235,,2025-04-13T06:50:12.594,effect,CARD_PLAY,15,4,buy,Copper,,1
236,,2025-04-13T06:50:12.595,effect,CARD_PLAY,15,4,buy,Copper,,1
237,,2025-04-13T06:50:12.596,effect,CARD_BUY,15,4,buy,Laboratory,,1
238,,2025-04-13T06:50:12.596,phase,PHASE_END,15,4,buy,,,
239,,2025-04-13T06:50:12.597,phase,PHASE_START,15,4,cleanup,,,
240,,2025-04-13T06:50:12.597,phase,PHASE_END,15,4,cleanup,,,
241,,2025-04-13T06:50:12.598,turn,TURN_END,15,4,,,,
242,,2025-04-13T06:50:12.598,turn,TURN_START,16,1,,,,
243,,2025-04-13T06:50:12.6,phase,PHASE_START,16,1,start,,,
244,,2025-04-13T06:50:12.6,phase,PHASE_END,16,1,start,,,
245,,2025-04-13T06:50:12.6,phase,PHASE_START,16,1,action,,,
246,,2025-04-13T06:50:12.601,phase,PHASE_END,16,1,action,,,
247,,2025-04-13T06:50:12.601,phase,PHASE_START,16,1,buy,,,
248,,2025-04-13T06:50:12.602,effect,CARD_PLAY,16,1,buy,Copper,,1
249,,2025-04-13T06:50:12.602,effect,CARD_PLAY,16,1,buy,Copper,,1
250,,2025-04-13T06:50:12.603,effect,CARD_PLAY,16,1,buy,Copper,,1
251,,2025-04-13T06:50:12.603,effect,CARD_PLAY,16,1,buy,Copper,,1
252,,2025-04-13T06:50:12.604,effect,CARD_BUY,16,1,buy,Copper,,1
253,,2025-04-13T06:50:12.604,phase,PHASE_END,16,1,buy,,,
254,,2025-04-13T06:50:12.605,phase,PHASE_START,16,1,cleanup,,,
255,,2025-04-13T06:50:12.605,phase,PHASE_END,16,1,cleanup,,,
256,,2025-04-13T06:50:12.606,turn,TURN_END,16,1,,,,
257,,2025-04-13T06:50:12.606,turn,TURN_START,17,2,,,,
258,,2025-04-13T06:50:12.607,phase,PHASE_START,17,2,start,,,
259,,2025-04-13T06:50:12.607,phase,PHASE_END,17,2,start,,,
260,,2025-04-13T06:50:12.608,phase,PHASE_START,17,2,action,,,
261,,2025-04-13T06:50:12.608,effect,CARD_PLAY,17,2,action,Laboratory,,1
262,,2025-04-13T06:50:12.609,phase,PHASE_END,17,2,action,,,
263,,2025-04-13T06:50:12.609,phase,PHASE_START,17,2,buy,,,
264,,2025-04-13T06:50:12.61,effect,CARD_PLAY,17,2,buy,Copper,,1
265,,2025-04-13T06:50:12.61,effect,CARD_PLAY,17,2,buy,Copper,,1
266,,2025-04-13T06:50:12.611,effect,CARD_PLAY,17,2,buy,Copper,,1
267,,2025-04-13T06:50:12.611,effect,CARD_PLAY,17,2,buy,Copper,,1
268,,2025-04-13T06:50:12.612,effect,CARD_BUY,17,2,buy,Copper,,1
269,,2025-04-13T06:50:12.612,phase,PHASE_END,17,2,buy,,,
270,,2025-04-13T06:50:12.613,phase,PHASE_START,17,2,cleanup,,,
271,,2025-04-13T06:50:12.613,phase,PHASE_END,17,2,cleanup,,,
272,,2025-04-13T06:50:12.614,turn,TURN_END,17,2,,,,
273,,2025-04-13T06:50:12.614,turn,TURN_START,18,3,,,,
274,,2025-04-13T06:50:12.615,phase,PHASE_START,18,3,start,,,
275,,2025-04-13T06:50:12.616,phase,PHASE_END,18,3,start,,,
276,,2025-04-13T06:50:12.617,phase,PHASE_START,18,3,action,,,
277,,2025-04-13T06:50:12.617,effect,CARD_PLAY,18,3,action,Laboratory,,1
278,,2025-04-13T06:50:12.618,effect,CARD_PLAY,18,3,action,Laboratory,,1
279,,2025-04-13T06:50:12.618,phase,PHASE_END,18,3,action,,,
280,,2025-04-13T06:50:12.619,phase,PHASE_START,18,3,buy,,,
281,,2025-04-13T06:50:12.619,effect,CARD_PLAY,18,3,buy,Copper,,1
282,,2025-04-13T06:50:12.62,effect,CARD_PLAY,18,3,buy,Copper,,1
283,,2025-04-13T06:50:12.621,effect,CARD_PLAY,18,3,buy,Copper,,1
284,,2025-04-13T06:50:12.621,effect,CARD_PLAY,18,3,buy,Copper,,1
285,,2025-04-13T06:50:12.621,effect,CARD_PLAY,18,3,buy,Copper,,1
286,,2025-04-13T06:50:12.622,effect,CARD_PLAY,18,3,buy,Copper,,1
287,,2025-04-13T06:50:12.622,effect,CARD_BUY,18,3,buy,Laboratory,,1
288,,2025-04-13T06:50:12.623,phase,PHASE_END,18,3,buy,,,
289,,2025-04-13T06:50:12.623,phase,PHASE_START,18,3,cleanup,,,
290,,2025-04-13T06:50:12.624,phase,PHASE_END,18,3,cleanup,,,
291,,2025-04-13T06:50:12.624,turn,TURN_END,18,3,,,,
292,,2025-04-13T06:50:12.625,turn,TURN_START,19,4,,,,
293,,2025-04-13T06:50:12.626,phase,PHASE_START,19,4,start,,,
294,,2025-04-13T06:50:12.626,phase,PHASE_END,19,4,start,,,
295,,2025-04-13T06:50:12.627,phase,PHASE_START,19,4,action,,,
296,,2025-04-13T06:50:12.627,effect,CARD_PLAY,19,4,action,Laboratory,,1
297,,2025-04-13T06:50:12.628,effect,CARD_PLAY,19,4,action,Laboratory,,1
298,,2025-04-13T06:50:12.628,phase,PHASE_END,19,4,action,,,
299,,2025-04-13T06:50:12.629,phase,PHASE_START,19,4,buy,,,
300,,2025-04-13T06:50:12.63,effect,CARD_PLAY,19,4,buy,Copper,,1
301,,2025-04-13T06:50:12.631,effect,CARD_PLAY,19,4,buy,Copper,,1
302,,2025-04-13T06:50:12.631,effect,CARD_PLAY,19,4,buy,Copper,,1
303,,2025-04-13T06:50:12.632,effect,CARD_PLAY,19,4,buy,Copper,,1
304,,2025-04-13T06:50:12.632,effect,CARD_PLAY,19,4,buy,Copper,,1
305,,2025-04-13T06:50:12.633,effect,CARD_PLAY,19,4,buy,Copper,,1
306,,2025-04-13T06:50:12.633,effect,CARD_BUY,19,4,buy,Laboratory,,1
307,,2025-04-13T06:50:12.634,phase,PHASE_END,19,4,buy,,,
308,,2025-04-13T06:50:12.634,phase,PHASE_START,19,4,cleanup,,,
309,,2025-04-13T06:50:12.635,phase,PHASE_END,19,4,cleanup,,,
310,,2025-04-13T06:50:12.636,turn,TURN_END,19,4,,,,
311,,2025-04-13T06:50:12.636,turn,TURN_START,20,1,,,,
312,,2025-04-13T06:50:12.637,phase,PHASE_START,20,1,start,,,
313,,2025-04-13T06:50:12.637,phase,PHASE_END,20,1,start,,,
314,,2025-04-13T06:50:12.638,phase,PHASE_START,20,1,action,,,
315,,2025-04-13T06:50:12.638,phase,PHASE_END,20,1,action,,,
316,,2025-04-13T06:50:12.639,phase,PHASE_START,20,1,buy,,,
317,,2025-04-13T06:50:12.639,effect,CARD_PLAY,20,1,buy,Copper,,1
318,,2025-04-13T06:50:12.64,effect,CARD_PLAY,20,1,buy,Copper,,1
319,,2025-04-13T06:50:12.641,effect,CARD_PLAY,20,1,buy,Copper,,1
320,,2025-04-13T06:50:12.642,effect,CARD_PLAY,20,1,buy,Copper,,1
321,,2025-04-13T06:50:12.642,effect,CARD_BUY,20,1,buy,Copper,,1
322,,2025-04-13T06:50:12.643,phase,PHASE_END,20,1,buy,,,
323,,2025-04-13T06:50:12.643,phase,PHASE_START,20,1,cleanup,,,
324,,2025-04-13T06:50:12.644,phase,PHASE_END,20,1,cleanup,,,
325,,2025-04-13T06:50:12.644,turn,TURN_END,20,1,,,,
326,,2025-04-13T06:50:12.644,turn,TURN_START,21,2,,,,
327,,2025-04-13T06:50:12.645,phase,PHASE_START,21,2,start,,,
328,,2025-04-13T06:50:12.645,phase,PHASE_END,21,2,start,,,
329,,2025-04-13T06:50:12.646,phase,PHASE_START,21,2,action,,,
330,,2025-04-13T06:50:12.646,phase,PHASE_END,21,2,action,,,
331,,2025-04-13T06:50:12.647,phase,PHASE_START,21,2,buy,,,
332,,2025-04-13T06:50:12.648,effect,CARD_PLAY,21,2,buy,Copper,,1
333,,2025-04-13T06:50:12.648,effect,CARD_PLAY,21,2,buy,Copper,,1
334,,2025-04-13T06:50:12.649,effect,CARD_PLAY,21,2,buy,Copper,,1
335,,2025-04-13T06:50:12.649,effect,CARD_PLAY,21,2,buy,Copper,,1
336,,2025-04-13T06:50:12.651,effect,CARD_PLAY,21,2,buy,Copper,,1
337,,2025-04-13T06:50:12.651,effect,CARD_BUY,21,2,buy,Laboratory,,1
338,,2025-04-13T06:50:12.652,phase,PHASE_END,21,2,buy,,,
339,,2025-04-13T06:50:12.652,phase,PHASE_START,21,2,cleanup,,,
340,,2025-04-13T06:50:12.653,phase,PHASE_END,21,2,cleanup,,,
