log_id,game_id,timestamp,category,type,turn,player,phase,card_target,card_source,card_count
1,294fdb90-4820-4030-9066-0eaaf171439f,2025-04-13T03:20:40.676,game,GAME_START,,,,,,
2,,2025-04-13T03:20:41.398,turn,TURN_START,0,3,,,,
3,,2025-04-13T03:20:41.399,phase,PHASE_START,0,3,start,,,
4,,2025-04-13T03:20:41.399,phase,PHASE_END,0,3,start,,,
5,,2025-04-13T03:20:41.399,phase,PHASE_START,0,3,action,,,
6,,2025-04-13T03:20:41.41,phase,PHASE_END,0,3,action,,,
7,,2025-04-13T03:20:41.411,phase,PHASE_START,0,3,buy,,,
8,,2025-04-13T03:20:41.463,effect,CARD_PLAY,0,3,buy,Copper,,1
9,,2025-04-13T03:20:41.502,effect,CARD_PLAY,0,3,buy,Copper,,1
10,,2025-04-13T03:20:41.502,effect,CARD_PLAY,0,3,buy,Copper,,1
11,,2025-04-13T03:20:41.503,effect,CARD_PLAY,0,3,buy,Copper,,1
12,,2025-04-13T03:20:41.503,effect,CARD_PLAY,0,3,buy,Copper,,1
13,,2025-04-13T03:20:41.639,effect,CARD_BUY,0,3,buy,Laboratory,,1
14,,2025-04-13T03:20:41.681,phase,PHASE_END,0,3,buy,,,
15,,2025-04-13T03:20:41.681,phase,PHASE_START,0,3,cleanup,,,
16,,2025-04-13T03:20:41.681,phase,PHASE_END,0,3,cleanup,,,
17,,2025-04-13T03:20:41.72,turn,TURN_END,0,3,,,,
18,,2025-04-13T03:20:41.72,turn,TURN_START,1,4,,,,
19,,2025-04-13T03:20:41.72,phase,PHASE_START,1,4,start,,,
20,,2025-04-13T03:20:41.721,phase,PHASE_END,1,4,start,,,
21,,2025-04-13T03:20:41.721,phase,PHASE_START,1,4,action,,,
22,,2025-04-13T03:20:41.722,phase,PHASE_END,1,4,action,,,
23,,2025-04-13T03:20:41.722,phase,PHASE_START,1,4,buy,,,
24,,2025-04-13T03:20:41.722,effect,CARD_PLAY,1,4,buy,Copper,,1
25,,2025-04-13T03:20:41.723,effect,CARD_PLAY,1,4,buy,Copper,,1
26,,2025-04-13T03:20:41.723,effect,CARD_PLAY,1,4,buy,Copper,,1
27,,2025-04-13T03:20:41.724,effect,CARD_PLAY,1,4,buy,Copper,,1
28,,2025-04-13T03:20:41.724,effect,CARD_PLAY,1,4,buy,Copper,,1
29,,2025-04-13T03:20:41.725,effect,CARD_BUY,1,4,buy,Laboratory,,1
30,,2025-04-13T03:20:41.725,phase,PHASE_END,1,4,buy,,,
31,,2025-04-13T03:20:41.725,phase,PHASE_START,1,4,cleanup,,,
32,,2025-04-13T03:20:41.727,phase,PHASE_END,1,4,cleanup,,,
33,,2025-04-13T03:20:41.727,turn,TURN_END,1,4,,,,
34,,2025-04-13T03:20:41.728,turn,TURN_START,2,1,,,,
35,,2025-04-13T03:20:41.728,phase,PHASE_START,2,1,start,,,
36,,2025-04-13T03:20:41.728,phase,PHASE_END,2,1,start,,,
37,,2025-04-13T03:20:41.729,phase,PHASE_START,2,1,action,,,
38,,2025-04-13T03:20:41.729,phase,PHASE_END,2,1,action,,,
